"","species","decimallongitude","decimallatitude","issues","countryCode","individualCount","occurrenceStatus","coordinateuncertaintyinmeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName"
"93","Pilosella officinarum",170.568876,-45.892986,"cdround,gass84","NZL",NA,"PRESENT",53,"iNaturalist","2611216314","https://www.inaturalist.org/observations/43269004","HUMAN_OBSERVATION",2020,4,24,"2020-04-24T12:47:00","WGS84","iNaturalist research-grade observations"
"94","Pilosella officinarum",10.57015,56.227195,"cdround,gass84","DNK",NA,"PRESENT",96,"iNaturalist","2611259279","https://www.inaturalist.org/observations/43894505","HUMAN_OBSERVATION",2020,4,27,"2020-04-27T16:18:11","WGS84","iNaturalist research-grade observations"
"95","Pilosella officinarum",172.572739,-43.515194,"cdround,gass84","NZL",NA,"PRESENT",65,"iNaturalist","2611259938","https://www.inaturalist.org/observations/44293121","HUMAN_OBSERVATION",2020,4,27,"2020-04-27T11:06:00","WGS84","iNaturalist research-grade observations"
"96","Pilosella officinarum",42.270675,56.409913,"cdround,gass84","RUS",NA,"PRESENT",4,"iNaturalist","2611266488","https://www.inaturalist.org/observations/44271232","HUMAN_OBSERVATION",2020,4,28,"2020-04-28T10:10:00","WGS84","iNaturalist research-grade observations"
"97","Pilosella officinarum",-2.099508,52.487727,"cdround,gass84","GBR",NA,"PRESENT",2,"iNaturalist","2611271717","https://www.inaturalist.org/observations/44119715","HUMAN_OBSERVATION",2020,4,27,"2020-04-27T13:53:00","WGS84","iNaturalist research-grade observations"
"98","Pilosella officinarum",13.339437,52.000483,"cdround,gass84","DEU",NA,"PRESENT",65,"iNaturalist","2611276470","https://www.inaturalist.org/observations/44252983","HUMAN_OBSERVATION",2020,4,29,"2020-04-29T08:03:02","WGS84","iNaturalist research-grade observations"
"99","Pilosella officinarum",8.953041,57.007753,"cdround,gass84","DNK",NA,"PRESENT",37,"iNaturalist","2611349907","https://www.inaturalist.org/observations/44137851","HUMAN_OBSERVATION",2020,4,28,"2020-04-28T18:13:08","WGS84","iNaturalist research-grade observations"
"100","Pilosella officinarum",11.345368,46.512968,"cdround,gass84","ITA",NA,"PRESENT",61,"iNaturalist","2611351037","https://www.inaturalist.org/observations/43596670","HUMAN_OBSERVATION",2020,4,25,"2020-04-25T11:23:00","WGS84","iNaturalist research-grade observations"
"101","Pilosella officinarum",15.775711,48.939364,"cdround,gass84","CZE",NA,"PRESENT",4,"iNaturalist","2611354657","https://www.inaturalist.org/observations/44358522","HUMAN_OBSERVATION",2020,4,30,"2020-04-30T13:52:45","WGS84","iNaturalist research-grade observations"
"102","Pilosella officinarum",-0.024038,50.860326,"cdround,gass84","GBR",NA,"PRESENT",2,"iNaturalist","2611375985","https://www.inaturalist.org/observations/44141524","HUMAN_OBSERVATION",2020,4,27,"2020-04-27T11:43:00","WGS84","iNaturalist research-grade observations"
"103","Pilosella officinarum",-0.024062,50.860358,"cdround,gass84","GBR",NA,"PRESENT",2,"iNaturalist","2611378967","https://www.inaturalist.org/observations/44126670","HUMAN_OBSERVATION",2020,4,25,"2020-04-25T14:02:00","WGS84","iNaturalist research-grade observations"
"104","Pilosella officinarum",5.912946,49.655143,"cdround,gass84","LUX",NA,"PRESENT",16,"iNaturalist","2611398801","https://www.inaturalist.org/observations/44259626","HUMAN_OBSERVATION",2020,4,29,"2020-04-29T17:31:43","WGS84","iNaturalist research-grade observations"
"105","Pilosella officinarum",14.451414,58.528762,"gass84","SWE",NA,"PRESENT",25,"ArtDatabanken","2619686093",NA,"HUMAN_OBSERVATION",2020,4,12,"2020-04-12T00:00:00","WGS84",NA
"106","Pilosella officinarum",45.095176,56.059553,"cdround,gass84","RUS",NA,"PRESENT",15,"iNaturalist","2620068453","https://www.inaturalist.org/observations/44986213","HUMAN_OBSERVATION",2020,4,25,"2020-04-25T14:33:00","WGS84","iNaturalist research-grade observations"
"107","Pilosella officinarum",39.587404,51.890749,"cdround,gass84","RUS",NA,"PRESENT",131,"iNaturalist","2626602550","https://www.inaturalist.org/observations/46387689","HUMAN_OBSERVATION",2020,4,10,"2020-04-10T12:54:43","WGS84","iNaturalist research-grade observations"
